2.01E+03,9.00E+00,3.00E+01,2.30E+01,4.30E+01,0.00E+00,9/30/2010,11:43:00 PM,273.988190,3.460,157.0,4.60,6.00,1011.10,13.70
2.01E+03,1.00E+01,1.00E+00,0.00E+00,4.30E+01,0.00E+00,10/1/2010,12:43:00 AM,274.029860,3.140,143.0,5.30,7.10,1010.10,13.50
2.01E+03,1.00E+01,1.00E+00,1.00E+00,4.30E+01,0.00E+00,10/1/2010,1:43:00 AM,274.071530,2.870,154.0,6.60,8.70,1009.10,13.50
2.01E+03,1.00E+01,1.00E+00,2.00E+00,4.30E+01,0.00E+00,10/1/2010,2:43:00 AM,274.113190,2.970,161.0,6.90,10.40,1009.00,13.60
2.01E+03,1.00E+01,1.00E+00,3.00E+00,4.30E+01,0.00E+00,10/1/2010,3:43:00 AM,274.154860,3.010,165.0,8.80,10.50,1008.50,13.70
2.01E+03,1.00E+01,1.00E+00,4.00E+00,4.30E+01,0.00E+00,10/1/2010,4:43:00 AM,274.196530,2.600,184.0,8.80,11.10,1008.70,13.90
2.01E+03,1.00E+01,1.00E+00,5.00E+00,4.30E+01,0.00E+00,10/1/2010,5:43:00 AM,274.238190,2.790,185.0,8.90,11.10,1008.20,14.10
2.01E+03,1.00E+01,1.00E+00,6.00E+00,4.30E+01,0.00E+00,10/1/2010,6:43:00 AM,274.279860,2.900,179.0,9.60,11.30,1007.50,14.30
2.01E+03,1.00E+01,1.00E+00,7.00E+00,4.30E+01,0.00E+00,10/1/2010,7:43:00 AM,274.321530,3.170,193.0,9.90,12.80,1007.00,14.60
2.01E+03,1.00E+01,1.00E+00,8.00E+00,4.30E+01,0.00E+00,10/1/2010,8:43:00 AM,274.363190,3.080,169.0,8.80,11.00,1006.30,14.80
2.01E+03,1.00E+01,1.00E+00,9.00E+00,4.30E+01,0.00E+00,10/1/2010,9:43:00 AM,274.404860,2.560,176.0,9.30,11.20,1006.50,14.90
2.01E+03,1.00E+01,1.00E+00,1.00E+01,4.30E+01,0.00E+00,10/1/2010,10:43:00 AM,274.446530,2.630,166.0,10.60,13.30,1005.70,15.00
2.01E+03,1.00E+01,1.00E+00,1.10E+01,4.30E+01,0.00E+00,10/1/2010,11:43:00 AM,274.488190,2.470,177.0,10.70,12.90,1005.90,15.10
2.01E+03,1.00E+01,1.00E+00,1.20E+01,4.30E+01,0.00E+00,10/1/2010,12:43:00 PM,274.529860,2.700,190.0,10.10,12.40,1006.40,14.60
2.01E+03,1.00E+01,1.00E+00,1.30E+01,4.30E+01,0.00E+00,10/1/2010,1:43:00 PM,274.571530,2.620,231.0,8.00,10.50,1007.40,14.30
2.01E+03,1.00E+01,1.00E+00,1.40E+01,4.30E+01,0.00E+00,10/1/2010,2:43:00 PM,274.613190,2.930,226.0,7.30,8.80,1008.30,14.60
2.01E+03,1.00E+01,1.00E+00,1.50E+01,4.30E+01,0.00E+00,10/1/2010,3:43:00 PM,274.654860,2.750,230.0,7.30,9.10,1009.40,14.60
2.01E+03,1.00E+01,1.00E+00,1.60E+01,4.30E+01,0.00E+00,10/1/2010,4:43:00 PM,274.696530,2.730,229.0,7.30,8.70,1010.40,14.70
2.01E+03,1.00E+01,1.00E+00,1.70E+01,4.30E+01,0.00E+00,10/1/2010,5:43:00 PM,274.738190,2.620,216.0,7.10,8.40,1011.60,14.90
2.01E+03,1.00E+01,1.00E+00,1.80E+01,4.30E+01,0.00E+00,10/1/2010,6:43:00 PM,274.779860,2.660,210.0,7.20,8.60,1012.50,15.00
2.01E+03,1.00E+01,1.00E+00,1.90E+01,4.30E+01,0.00E+00,10/1/2010,7:43:00 PM,274.821530,2.830,217.0,7.50,9.00,1013.20,15.10
2.01E+03,1.00E+01,1.00E+00,2.00E+01,4.30E+01,0.00E+00,10/1/2010,8:43:00 PM,274.863190,2.940,240.0,7.50,9.30,1014.30,14.90
2.01E+03,1.00E+01,1.00E+00,2.10E+01,4.30E+01,0.00E+00,10/1/2010,9:43:00 PM,274.904860,2.920,250.0,8.90,10.40,1014.70,14.80
2.01E+03,1.00E+01,1.00E+00,2.20E+01,4.30E+01,0.00E+00,10/1/2010,10:43:00 PM,274.946530,2.760,246.0,7.50,9.00,1015.50,14.80
2.01E+03,1.00E+01,1.00E+00,2.30E+01,4.30E+01,0.00E+00,10/1/2010,11:43:00 PM,274.988190,2.640,249.0,7.90,9.60,1016.20,14.80
2.01E+03,1.00E+01,2.00E+00,0.00E+00,4.30E+01,0.00E+00,10/2/2010,12:43:00 AM,275.029860,2.560,258.0,7.90,9.90,1017.00,14.60
